Species	F1	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F2	F3	F4	F5	F6	F7	F8	F9	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S4	S5	S6	S7	S8	S9
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Hyphomicrobiales;F__Methylobacteriaceae;G__Microvirga;S__Microvirga splendida strain BT325	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Hyphomicrobiales;F__Phyllobacteriaceae;G__Aquamicrobium;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Hyphomicrobiales;F__Brucellaceae;G__Pseudochrobactrum;S__Pseudochrobactrum lubricantis strain KSS 7.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Hyphomicrobiales;F__Devosiaceae;G__Devosia;S__Devosia mishustinii strain 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Hyphomicrobiales;F__Phyllobacteriaceae;G__Mesorhizobium;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Hyphomicrobiales;F__Brucellaceae;G__Brucella;S__Brucella papionis strain F8/08-60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Acidobacteriota;C__Blastocatellia;O__Blastocatellales;F__Arenimicrobiaceae;G__Brevitalea;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Gammaproteobacteria;O__Lysobacterales;F__Lysobacteraceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Betaproteobacteria;__;__;__;__	22.0	505.0	272.0	838.0	95.0	57.0	46.0	17.0	0.0	33.0	34.0	4.0	0.0	0.0	8.0	0.0	513.0	231.0	1834.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	110.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	39.0	73.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;__;__;__	36.0	4.0	2.0	0.0	0.0	151.0	96.0	542.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	2069.0	0.0	50.0	39.0	74.0	0.0	58.0	262.0	889.0	456.0	98.0	227.0	69.0	216.0	214.0	362.0	218.0	741.0	5.0	97.0	920.0	1044.0	17.0	0.0	19.0	94.0	4.0	24.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Porphyromonadaceae;G__Porphyromonas;S__Porphyromonas pasteri strain KUFDS01	0.0	0.0	0.0	0.0	0.0	0.0	39.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	286.0	1551.0	29.0	0.0	137.0	471.0	105.0	130.0	79.0	124.0	0.0	603.0	162.0	274.0	17.0	1266.0	961.0	0.0	703.0	969.0	0.0	1854.0	191.0	372.0	436.0	336.0	572.0	37.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Peptostreptococcales;F__Anaerovoracaceae;G__Mogibacterium;S__Mogibacterium vescum strain ATCC 700697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0	66.0	0.0	11.0	0.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
K__Bacteria;P__Bacillota;C__Bacilli;O__Lactobacillales;F__Lactobacillaceae;G__Lactobacillus;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1441.0	296.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Hoylesella;S__Hoylesella shahii strain EHS11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246.0	0.0	0.0	15.0	0.0	0.0	453.0	37.0	277.0	168.0	238.0	284.0	253.0	66.0	679.0	17.0	834.0	76.0	15.0	244.0	92.0	81.0	98.0	77.0	33.0	205.0	0.0	0.0	17.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Segatella;S__Segatella salivae strain EPSA11	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7504.0	5946.0	1652.0	1083.0	2730.0	4737.0	3023.0	5356.0	6194.0	2909.0	6531.0	1366.0	9760.0	3928.0	2754.0	1686.0	3796.0	8802.0	683.0	7336.0	5221.0	3287.0	489.0	2931.0	3867.0	3363.0	10503.0	14780.0	3857.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Segatella;__	0.0	0.0	0.0	0.0	0.0	0.0	41.0	1339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1742.0	1580.0	457.0	846.0	3537.0	248.0	201.0	1197.0	3353.0	4969.0	1747.0	4740.0	391.0	1197.0	723.0	5938.0	1336.0	14115.0	504.0	991.0	771.0	2997.0	29.0	69.0	1051.0	2226.0	1314.0	3288.0	3994.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Peptostreptococcales;F__Peptostreptococcaceae;G__Peptostreptococcus;S__Peptostreptococcus porci strain WCA-SAB-591-4A-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Prevotella;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4207.0	1651.0	0.0	539.0	812.0	307.0	716.0	963.0	3057.0	445.0	842.0	2063.0	2454.0	1112.0	2319.0	1472.0	1112.0	4021.0	227.0	1780.0	1753.0	1518.0	134.0	141.0	2378.0	1335.0	3199.0	1170.0	3453.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;__;__	0.0	11.0	0.0	0.0	0.0	117.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	387.0	523.0	1509.0	10073.0	3153.0	721.0	160.0	319.0	2923.0	6110.0	1047.0	3013.0	424.0	242.0	124.0	1251.0	329.0	288.0	3839.0	1420.0	954.0	7179.0	0.0	0.0	4374.0	687.0	1995.0	3499.0	5610.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Metaprevotella;S__Metaprevotella massiliensis strain Marseille P-3114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Segatella;S__Segatella buccae ATCC 33574 strain JCM 12245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Xylanibacter;S__Xylanibacter rarus strain 109	0.0	0.0	0.0	0.0	0.0	5299.0	1004.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Hallella;S__Hallella mizrahii strain LKV-178-WT-2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	61.0	0.0	32.0	14.0	0.0	36.0	7.0	36.0	696.0	79.0	486.0	0.0	57.0	52.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0
K__Bacteria;P__Fusobacteriota;C__Fusobacteriia;O__Fusobacteriales;F__Fusobacteriaceae;G__Fusobacterium;S__Fusobacterium watanabei strain PAGU 1796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	46.0	0.0	2.0	0.0	71.0	0.0	10.0	0.0	9.0	33.0	46.0	4.0	0.0	4.0	12.0	114.0	14.0	47.0	55.0	27.0	20.0	0.0	55.0	8.0	74.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Hoylesella;S__Hoylesella timonensis 4401737 = DSM 22865 = JCM 15640	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Hoylesella;S__Hoylesella pleuritidis strain JCM 14110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	0.0	0.0	66.0	29.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	81.0	0.0	12.0	109.0	363.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Prevotellaceae;G__Hallella;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Rikenellaceae;G__Alistipes;S__Alistipes okayasuensis strain A61	398.0	1595.0	834.0	2030.0	1187.0	269.0	557.0	504.0	2030.0	333.0	226.0	370.0	537.0	394.0	4421.0	680.0	856.0	3.0	1333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Cyanobacteriota;C__Cyanophyceae;O__Oscillatoriales;F__Sirenicapillariaceae;G__Capilliphycus;S__Capilliphycus salinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Cyanobacteriota;C__Cyanophyceae;O__Coleofasciculales;F__Wilmottiaceae;G__Ramsaria;S__Ramsaria avicennae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Cyanobacteriota;C__Cyanophyceae;O__Coleofasciculales;F__Coleofasciculaceae;G__Gracilinea;S__Gracilinea arenicola strain CATCC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Flavobacterium;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Bacteroidaceae;G__Bacteroides;S__Bacteroides timonensis AP1	1335.0	4283.0	1763.0	6553.0	4337.0	3143.0	2227.0	982.0	3534.0	2444.0	238.0	1375.0	651.0	862.0	934.0	1968.0	1537.0	282.0	2138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Bacteroidaceae;G__Bacteroides;S__Bacteroides reticulotermitis JCM 10512	570.0	5070.0	513.0	6438.0	570.0	590.0	467.0	231.0	1948.0	512.0	241.0	324.0	69.0	868.0	938.0	2540.0	2358.0	612.0	4472.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Sphingobacteriia;O__Sphingobacteriales;F__Sphingobacteriaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Sphingobacteriia;O__Sphingobacteriales;F__Sphingobacteriaceae;G__Sphingobacterium;__	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacillota;C__Clostridia;O__Eubacteriales;F__;G__Intestinimonas;S__Intestinimonas gabonensis strain GM5	12.0	76.0	221.0	117.0	29.0	29.0	61.0	157.0	44.0	38.0	0.0	0.0	0.0	14.0	38.0	6.0	103.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Bacteroidaceae;G__Bacteroides;__	0.0	0.0	0.0	0.0	21.0	0.0	0.0	5.0	26.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Bacteroidaceae;__;__	1317.0	3198.0	976.0	1783.0	3323.0	5712.0	1039.0	602.0	4065.0	5136.0	404.0	3131.0	4370.0	1534.0	755.0	2932.0	3409.0	823.0	6412.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Marinilabiliales;F__Marinilabiliaceae;G__Breznakibacter;S__Breznakibacter xylanolyticus strain DSM 6779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234.0	224.0	5313.0	534.0	422.0	3265.0	1132.0	826.0	468.0	277.0	1878.0	849.0	297.0	1191.0	2421.0	536.0	1582.0	1719.0	89.0	2016.0	296.0	271.0	1640.0	972.0	1466.0	1605.0	1717.0	341.0	85.0
K__Bacteria;P__Cyanobacteriota;C__Cyanophyceae;O__Oscillatoriales;F__Microcoleaceae;G__Planktothrix;S__Planktothrix spiroides strain fs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Tannerellaceae;G__Parabacteroides;__	85.0	147.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	38.0	14.0	2422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Bacteroidaceae;G__Paraphocaeicola;S__Paraphocaeicola brunensis strain AN20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Bacteroidaceae;G__Phocaeicola;S__Phocaeicola barnesiae strain BL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Bacteroidota;C__Bacteroidia;O__Bacteroidales;F__Tannerellaceae;G__Tannerella;S__Tannerella serpentiformis strain SP18_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	225.0	3.0	138.0	9.0	39.0	104.0	119.0	19.0	133.0	24.0	22.0	99.0	56.0	10.0	121.0	119.0	0.0	95.0	64.0	42.0	0.0	0.0	20.0	72.0	35.0	0.0	4.0
K__Bacteria;P__Bacillota;C__Bacilli;O__Lactobacillales;__;__;__	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	876.0	1541.0	2756.0	421.0	706.0	2090.0	1751.0	454.0	843.0	775.0	752.0	809.0	1390.0	1292.0	1262.0	427.0	1261.0	1162.0	8772.0	888.0	1532.0	389.0	6235.0	1014.0	1270.0	1931.0	1204.0	532.0	807.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae;G__Sphingomonas;S__Sphingomonas qilianensis strain X1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae;G__Sphingomonas;__	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae;G__Sphingopyxis;__	0.0	5.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
K__Bacteria;P__Pseudomonadota;C__Alphaproteobacteria;O__Sphingomonadales;F__Erythrobacteraceae;G__Erythrobacter;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
